v1,full_name,reaction_EC,gene_symbol,v3,Vitisnet_Network1,Vitisnet_Network2,,
VIT_09s0054g01560,No hit,,,Vitvi09g01454,,,,
VIT_09s0054g01570,Strubbelig receptor family 5,,,Vitvi09g01455,,,,
VIT_09s0054g01590,Membrane related protein CP5,,,Vitvi09g01456,,,,
VIT_09s0054g01600,Splicing factor YT521-B,,,Vitvi09g01457,,,,
VIT_09s0054g01610,Synaptic vesicle 2-related protein,SVOP,,Vitvi09g01458,vv50121Porters_cat_1_to_6,,,
VIT_09s0054g01620,Myb family,MYBGE_1,,Vitvi09g01459,vv60029G2-like,,,
VIT_09s0054g01660,No hit,,,Vitvi09g01460,,,,
VIT_09s0054g01680,No hit,,,Vitvi09g01462,,,,
VIT_09s0054g01690,Transcription factor,,,Vitvi09g01464,,,,
VIT_09s0054g01700,C2-HC type zinc finger protein C.e-MyT1,,,Vitvi09g01465,,,,
VIT_09s0054g01710,WD-40 repeat,,,Vitvi09g01466,,,,
VIT_09s0054g01720,Unknown protein,,,Vitvi09g01467,,,,
VIT_09s0054g01730,Coniferyl alcohol acyltransferase,CFAT,,Vitvi09g01468,vv10940Phenylpropanoid_biosynthesis,,,
VIT_09s0054g01740,C2-HC type zinc finger protein C.e-MyT1,,,Vitvi09g01469,,,,
VIT_09s0054g01760,Unknown protein,,,Vitvi09g01471,,,,
VIT_09s0054g01770,Oxidoreductase/ transcriptional repressor,,,Vitvi09g01473,,,,
VIT_09s0054g01780,HAC1 (P300/CBP acetyltransferase-related protein 2 gene),HAC1_1,,Vitvi09g01474,vv60060TAZ,,,
VIT_09s0054g01810,ATP-dependent RNA helicase DDX23/PRP28,K12858,,Vitvi09g01478,vv23040Spliceosome,vv50133Primary_active_transporter_cat_A9_to_A18,,
VIT_09s0054g01830,FAR1-related sequence 4,FRS4,,Vitvi09g01480,vv60071Orphans_far-red,,,
VIT_09s0054g01870,Transmembrane receptor,,,Vitvi09g01483,,,,
VIT_09s0054g01880,Calreticulin interacted protein,,,Vitvi09g01484,,,,
VIT_09s0054g01790,No hit,,,Vitvi09g01486,,,,
VIT_09s0002g00010,No hit,,,Vitvi09g01488,,,,
VIT_09s0002g00050,No hit,,,Vitvi09g01489,,,,
VIT_09s0002g00060,No hit,,,Vitvi09g01490,,,,
VIT_09s0002g00180,Unknown protein,,,Vitvi09g01491,,,,
VIT_09s0002g00260,Unknown protein,,,Vitvi09g01492,,,,
VIT_09s0002g00420,Senescence-associated protein,,,Vitvi09g01493,,,,
VIT_09s0002g00440,No hit,,,Vitvi09g01494,,,,
VIT_09s0002g00670,Auxin responsive SAUR protein,SAUR,,Vitvi09g01495,vv30003Auxin_signaling,,,
VIT_09s0002g00720,Transcription factor,TRIHELIXDOM_4,,Vitvi09g01496,vv60062Trihelix,,,
VIT_09s0002g00730,No hit,,,Vitvi09g01497,,,,
VIT_09s0002g00810,S-2-hydroxy-acid oxidase; peroxisomal,E1_1_3_15,,Vitvi09g01499,vv10630Glyoxylate_and_dicarboxylate_metabolism,vv44146Peroxisome,,
VIT_09s0002g00820,S-2-hydroxy-acid oxidase; peroxisomal,E1_1_3_15,,Vitvi09g01500,vv10630Glyoxylate_and_dicarboxylate_metabolism,vv44146Peroxisome,,
VIT_09s0002g00940,Unknown protein,,,Vitvi09g01501,,,,
VIT_09s0002g01040,Subtilase,,,Vitvi09g01502,,,,
VIT_09s0002g01200,Unknown protein,,,Vitvi09g01503,,,,
VIT_09s0002g01220,Unknown protein,,,Vitvi09g01505,,,,
VIT_09s0002g01250,Unknown protein,,,Vitvi09g01506,,,,
VIT_09s0002g01310,Unknown protein,,,Vitvi09g01510,,,,
VIT_09s0002g01320,Germin-like protein,,,Vitvi09g01513,,,,
VIT_09s0002g01330,Auxin-binding protein ABP19,ABP19,,Vitvi09g01514,vv30003Auxin_signaling,,,
VIT_09s0002g01340,Auxin-binding protein ABP19,ABP19,,Vitvi09g01515,vv30003Auxin_signaling,,,
VIT_09s0002g01360,No hit,,,Vitvi09g01516,,,,
VIT_09s0002g01500,Zinc finger (C3HC4-type ring finger) family protein,ZFC3HC4_246,,Vitvi09g01517,vv60078Other_zf-C3HC4,,,
VIT_09s0002g01600,PHD finger protein alfin,ALFINDOM8,,Vitvi09g01518,vv60002Alfin-like,,,
VIT_09s0002g01700,Epidermal patterning factor-like protein 3,,,Vitvi09g01519,,,,
VIT_09s0002g01720,No hit,,,Vitvi09g01520,,,,
VIT_09s0002g01750,Unknown protein,,,Vitvi09g01521,,,,
VIT_09s0002g01790,No hit,,,Vitvi09g01524,,,,
VIT_09s0002g01880,Unknown protein,,,Vitvi09g01525,,,,
VIT_09s0002g01920,No hit,,,Vitvi09g01526,,,,
VIT_09s0002g01950,No hit,,,Vitvi09g01527,,,,
VIT_09s0002g01960,No hit,,,Vitvi09g01528,,,,
VIT_09s0002g01980,Myosin-like protein XIK,MYOSINXIK,,Vitvi09g01530,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_09s0002g02010,Myosin-like protein XIK,MYOSINXIK,,Vitvi09g01532,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_09s0002g02030,Pyruvoyl-dependent arginine decarboxylase,E4_1_1_19,,Vitvi09g01533,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10251Glutamate_metabolism,,
VIT_09s0002g02040,Unknown,,,Vitvi09g01534,,,,
VIT_09s0002g02160,No hit,,,Vitvi09g01536,,,,
VIT_09s0002g02170,No hit,,,Vitvi09g01537,,,,
VIT_09s0002g02180,Tubulin beta-5 chain,K07375,,Vitvi09g01538,vv44145Phagosome,vv44810Regulation_of_actin_cytoskeleton,,
VIT_09s0002g02270,Unknown protein,,,Vitvi09g01540,,,,
VIT_09s0002g02280,No hit,,,Vitvi09g01541,,,,
VIT_09s0002g02450,Phosphatase,,,Vitvi09g01542,,,,
VIT_09s0002g02460,Phosphatase,,,Vitvi09g01543,,,,
VIT_09s0002g02560,Ribosomal protein L28e,K02903,,Vitvi09g01545,vv23010Ribosome,,,
VIT_09s0002g02570,No hit,,,Vitvi09g01546,,,,
VIT_09s0002g02580,No hit,,,Vitvi09g01547,,,,
VIT_09s0002g02620,Lectin jacalin,,,Vitvi09g01548,,,,
VIT_09s0002g02750,SNF7.1,SNF7_1,,Vitvi09g01550,vv50111Tethering_factors,,,
VIT_09s0002g02780,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,Vitvi09g01551,vv34626Plant-pathogen_interaction,,,
VIT_09s0002g02860,No hit,,,Vitvi09g01552,,,,
VIT_09s0002g02950,No hit,,,Vitvi09g01553,,,,
VIT_09s0002g02970,Unknown,,,Vitvi09g01554,,,,
VIT_09s0002g02990,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,Vitvi09g01555,vv34626Plant-pathogen_interaction,,,
VIT_09s0002g03010,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,Vitvi09g01556,vv34626Plant-pathogen_interaction,,,
VIT_09s0002g03020,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,Vitvi09g01557,vv34626Plant-pathogen_interaction,,,
VIT_09s0002g03080,LRR receptor-like serine/threonine-protein kinase,,,Vitvi09g01558,,,,
VIT_09s0002g03100,Light repressible receptor protein kinase,,,Vitvi09g01559,,,,
VIT_09s0002g03120,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,Vitvi09g01560,vv34626Plant-pathogen_interaction,,,
VIT_09s0002g03170,CHUP1 (chloroplast unusual positioning 1),CHUP1,,Vitvi09g01561,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_09s0002g03220,Acid phosphatase,E3_1_3_2,,Vitvi09g01562,vv10740Riboflavin_metabolism,,,
VIT_09s0002g03230,Acid phosphatase,E3_1_3_2,,Vitvi09g01563,vv10740Riboflavin_metabolism,,,
VIT_09s0002g03240,Unknown,,,Vitvi09g01564,,,,
VIT_09s0002g03270,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01565,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g03280,Zinc finger (FYVE type),SIZ1_2,,Vitvi09g01566,vv30009Flower_development,vv60048PHD,,
VIT_09s0002g03290,Peroxiredoxin (alkyl hydroperoxide reductase subunit C),E1_11_1_15,,Vitvi09g01567,,,,
VIT_09s0002g03300,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01568,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g03310,Unknown protein,,,Vitvi09g01569,,,,
VIT_09s0002g03330,Disease resistance protein (NBS-LRR class),,,Vitvi09g01570,,,,
VIT_09s0002g03350,Unknown,,,Vitvi09g01571,,,,
VIT_09s0002g03370,No hit,,,Vitvi09g01572,,,,
VIT_09s0002g03400,No hit,,,Vitvi09g01573,,,,
VIT_09s0002g03430,Cytochrome b5 domain-containing protein,,,Vitvi09g01574,,,,
VIT_09s0002g03480,DNA repair/transcription protein Mms19,,,Vitvi09g01575,,,,
VIT_09s0002g03500,No hit,,,Vitvi09g01576,,,,
VIT_09s0002g03670,No hit,,,Vitvi09g01578,,,,
VIT_09s0002g03700,No hit,,,Vitvi09g01579,,,,
VIT_09s0002g03730,Unknown protein,,,Vitvi09g01580,,,,
VIT_09s0002g03760,Unknown,,,Vitvi09g01581,,,,
VIT_09s0002g03790,R protein disease resistance protein,RPROT,,Vitvi09g01582,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g03800,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01583,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g03810,No hit,,,Vitvi09g01584,,,,
VIT_09s0002g03820,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01585,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g03830,No hit,,,Vitvi09g01586,,,,
VIT_09s0002g03840,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01587,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g03860,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01588,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g03870,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01589,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g03920,Ankyrin repeat,K10380,,Vitvi09g01590,vv50108Accessory_factors_involved_in_transport,,,
VIT_09s0002g03960,Cytochrome c oxidase subunit 19,COX19,,Vitvi09g01591,vv10190Oxidative_phosphorylation,,,
VIT_09s0002g03970,Unknown protein,,,Vitvi09g01592,,,,
VIT_09s0002g03980,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01593,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g04030,No hit,,,Vitvi09g01594,,,,
VIT_09s0002g04090,No hit,,,Vitvi09g01595,,,,
VIT_09s0002g04150,Isochorismatase protein rutB,E3_3_2_1,,Vitvi09g01596,vv10130Ubiquinone_biosynthesis,,,
VIT_09s0002g04160,Thioesterase family,,,Vitvi09g01597,,,,
VIT_09s0002g04230,Unknown,,,Vitvi09g01598,,,,
VIT_09s0002g04330,Ribosomal protein S17 30S,K02961,,Vitvi09g01600,vv23010Ribosome,,,
VIT_09s0002g04360,Thylakoid membrane phosphoprotein 14 kda; chloroplast precursor,,,Vitvi09g01601,,,,
VIT_09s0002g04390,DNA binding,,,Vitvi09g01602,,,,
VIT_09s0002g04410,No hit,,,Vitvi09g01603,,,,
VIT_09s0002g04470,No hit,,,Vitvi09g01605,,,,
VIT_09s0002g04520,No hit,,,Vitvi09g01606,,,,
VIT_09s0002g04540,RNA polymerase beta'',K03046,,Vitvi09g01607,vv23020RNA_polymerase,,,
VIT_09s0002g04620,Unknown protein,,,Vitvi09g01609,,,,
VIT_09s0002g04690,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi09g01610,,,,
VIT_09s0002g04710,No hit,,,Vitvi09g01611,,,,
VIT_09s0002g04730,No hit,,,Vitvi09g01612,,,,
VIT_09s0002g04740,No hit,,,Vitvi09g01613,,,,
VIT_09s0002g04790,No hit,,,Vitvi09g01614,,,,
VIT_09s0002g04820,No hit,,,Vitvi09g01615,,,,
VIT_09s0002g04840,Unknown,,,Vitvi09g01616,,,,
VIT_09s0002g04850,No hit,,,Vitvi09g01617,,,,
VIT_09s0002g04900,No hit,,,Vitvi09g01619,,,,
VIT_09s0002g04920,No hit,,,Vitvi09g01620,,,,
VIT_09s0002g04930,Kelch repeat-containing F-box family protein,,,Vitvi09g01621,,,,
VIT_09s0002g04950,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01622,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g04970,Inorganic pyrophosphatase,K01507,,Vitvi09g01623,vv10190Oxidative_phosphorylation,vv50133Primary_active_transporter_cat_A9_to_A18,,
VIT_09s0002g05010,Kelch repeat-containing F-box family protein,,,Vitvi09g01624,,,,
VIT_09s0002g05020,No hit,,,Vitvi09g01626,,,,
VIT_09s0002g05030,No hit,,,Vitvi09g01627,,,,
VIT_09s0002g05180,No hit,,,Vitvi09g01628,,,,
VIT_09s0002g05190,No hit,,,Vitvi09g01629,,,,
VIT_09s0002g05340,2-oxoglutarate-dependent dioxygenase,,,Vitvi09g01633,,,,
VIT_09s0002g05380,ABC transporter g family pleiotropic drug resistance 12 PDR12,ABCGPDR12,,Vitvi09g01634,vv52010ABC_transporters,,,
VIT_09s0002g05480,No hit,,,Vitvi09g01635,,,,
VIT_09s0002g05580,No hit,,,Vitvi09g01636,,,,
VIT_09s0002g05780,Histone H2A variant 3 HTA9,H2AV3,,Vitvi09g01640,,,,
VIT_09s0002g05820,Unknown,,,Vitvi09g01641,,,,
VIT_09s0002g05850,Disease resistance protein (NBS-LRR class),,,Vitvi09g01642,,,,
VIT_09s0002g05860,No hit,,,Vitvi09g01643,,,,
VIT_09s0002g05890,No hit,,,Vitvi09g01644,,,,
VIT_09s0002g06000,Cytochrome c oxidase subunit Vb,K02265,,Vitvi09g01645,vv10190Oxidative_phosphorylation,vv50135Primary_active_transporter_cat_D3_to_E2,,
VIT_09s0002g06140,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01646,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g06170,No hit,,,Vitvi09g01649,,,,
VIT_09s0002g06210,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01650,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g06240,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01651,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g06250,No hit,,,Vitvi09g01652,,,,
VIT_09s0002g06310,No hit,,,Vitvi09g01653,,,,
VIT_09s0002g06360,Unknown protein,,,Vitvi09g01654,,,,
VIT_09s0002g06470,CYP81B2v1,,,Vitvi09g01655,,,,
VIT_09s0002g06620,No hit,,,Vitvi09g01656,,,,
VIT_09s0002g06690,DNA-directed RNA polymerase III subunit C34,K03025,,Vitvi09g01657,vv23020RNA_polymerase,,,
VIT_09s0002g06700,No hit,,,Vitvi09g01658,,,,
VIT_09s0002g06800,Unknown,,,Vitvi09g01660,,,,
VIT_09s0002g06850,Barwin endoglucanase,,,Vitvi09g01662,,,,
VIT_09s0002g06860,Barwin endoglucanase,,,Vitvi09g01663,,,,
VIT_09s0002g06890,Dicyanin blue copper protein,,,Vitvi09g01664,,,,
VIT_09s0002g06900,NtEIG-A1,,,Vitvi09g01666,,,,
VIT_09s0002g06930,Pleiotropic drug resistance 6,PDR6,,Vitvi09g01667,vv52010ABC_transporters,,,
VIT_09s0002g07050,No hit,,,Vitvi09g01668,,,,
VIT_09s0002g07080,No hit,,,Vitvi09g01669,,,,
VIT_09s0002g07220,Unknown,,,Vitvi09g01670,,,,
VIT_09s0002g07230,No hit,,,Vitvi09g01671,,,,
VIT_09s0002g07250,No hit,,,Vitvi09g01672,,,,
VIT_09s0002g07260,No hit,,,Vitvi09g01673,,,,
VIT_09s0002g07270,WNK7 (Arabidopsis WNK kinase 7,,,Vitvi09g01674,,,,
VIT_09s0002g07310,No hit,,,Vitvi09g01675,,,,
VIT_09s0002g07390,FAR1-related sequence 8,FRS8_1,,Vitvi09g01676,vv60071Orphans_far-red,,,
VIT_09s0002g07400,FAR1-related sequence 6,FRS6_2,,Vitvi09g01677,vv60071Orphans_far-red,,,
VIT_09s0002g07420,No hit,,,Vitvi09g01678,,,,
VIT_09s0002g07490,No hit,,,Vitvi09g01680,,,,
VIT_09s0002g07550,No hit,,,Vitvi09g01681,,,,
VIT_09s0002g07570,Leucine-rich repeat protein kinase,,,Vitvi09g01683,,,,
VIT_09s0002g07580,NADPH quinone oxidoreductase-like protein,E1_6_5_5,,Vitvi09g01684,vv10740Riboflavin_metabolism,,,
VIT_09s0002g07620,NADPH quinone oxidoreductase,E1_6_5_5,,Vitvi09g01685,vv10740Riboflavin_metabolism,,,
VIT_09s0002g07630,Beta-galactosidase,E3_2_1_23,,Vitvi09g01686,vv10052Galactose_metabolism,vv10511N-Glycan_degradation,,
VIT_09s0002g07670,No hit,,,Vitvi09g01687,,,,
VIT_09s0002g07680,Disease resistance protein,,,Vitvi09g01688,,,,
VIT_09s0002g07690,NADPH quinone oxidoreductase-like protein,E1_6_5_5,,Vitvi09g01689,vv10740Riboflavin_metabolism,,,
VIT_09s0002g07760,NADPH quinone oxidoreductase,E1_6_5_5,,Vitvi09g01692,vv10740Riboflavin_metabolism,,,
VIT_09s0002g07770,Beta-galactosidase,E3_2_1_23,,Vitvi09g01693,vv10052Galactose_metabolism,vv10511N-Glycan_degradation,,
VIT_09s0002g07820,Quinone oxidoreductase,K03956,,Vitvi09g01694,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_09s0002g07830,Leucine-rich repeat protein kinase,,,Vitvi09g01696,,,,
VIT_09s0002g07840,NADPH quinone oxidoreductase-like protein,E1_6_5_5,,Vitvi09g01697,vv10740Riboflavin_metabolism,,,
VIT_09s0002g07890,R protein disease resistance protein,RPROT,,Vitvi09g01698,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g07900,TRANSmembrane kinase 1 TMK1,,,Vitvi09g01699,,,,
VIT_09s0002g07950,No hit,,,Vitvi09g01702,,,,
VIT_09s0002g08000,No hit,,,Vitvi09g01703,,,,
VIT_09s0002g08020,R protein MLA10,K13475,,Vitvi09g01705,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g08050,Unknown protein,,,Vitvi09g01706,,,,
VIT_09s0002g08080,No hit,,,Vitvi09g01707,,,,
VIT_09s0002g08110,Unknown,,,Vitvi09g01708,,,,
VIT_09s0002g08170,No hit,,,Vitvi09g01710,,,,
VIT_09s0002g08210,Disease resistance protein (NBS-LRR class) RPG1-B,,,Vitvi09g01713,,,,
VIT_09s0002g08220,No hit,,,Vitvi09g01714,,,,
VIT_09s0002g08240,R protein MLA10,K13475,,Vitvi09g01716,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g08250,No hit,,,Vitvi09g01717,,,,
VIT_09s0002g08290,R protein MLA10,K13475,,Vitvi09g01718,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0002g08310,Unknown,,,Vitvi09g01725,,,,
VIT_09s0002g08320,Unknown,,,Vitvi09g01726,,,,
VIT_09s0002g08350,No hit,,,Vitvi09g01727,,,,
VIT_09s0002g08390,No hit,,,Vitvi09g01728,,,,
VIT_09s0002g08400,SET Domain group 26,SDG26,,Vitvi09g01729,vv60056SET_PCG,,,
VIT_09s0002g08440,No hit,,,Vitvi09g01730,,,,
VIT_09s0002g08450,No hit,,,Vitvi09g01731,,,,
VIT_09s0002g08500,No hit,,,Vitvi09g01733,,,,
VIT_09s0002g08550,Unknown,,,Vitvi09g01734,,,,
VIT_09s0002g08600,No hit,,,Vitvi09g01735,,,,
VIT_09s0002g08680,Unknown,,,Vitvi09g01736,,,,
VIT_09s0002g08690,No hit,,,Vitvi09g01737,,,,
VIT_09s0002g08700,Ankyrin,K10380,,Vitvi09g01738,,,,
VIT_09s0002g08750,Ankyrin repeat,K10380,,Vitvi09g01740,vv50108Accessory_factors_involved_in_transport,,,
VIT_09s0002g08760,Ankyrin,K10380,,Vitvi09g01742,,,,
VIT_09s0002g08800,Ankyrin,K10380,,Vitvi09g01743,,,,
VIT_09s0002g08850,F-type H+-transporting ATPase subunit a,K02126,,Vitvi09g01744,vv10190Oxidative_phosphorylation,vv50131Primary_active_transporter_cat_A2_to_A4,,
VIT_09s0002g08950,No hit,,,Vitvi09g01748,,,,
VIT_09s0002g08990,Unknown,,,Vitvi09g01749,,,,
VIT_09s0002g09010,Tubulin beta-6 chain,K07375,,Vitvi09g01750,vv44145Phagosome,vv44810Regulation_of_actin_cytoskeleton,,
VIT_09s0002g09020,No hit,,,Vitvi09g01751,,,,
VIT_09s0002g09100,No hit,,,Vitvi09g01752,,,,
VIT_09s0002g09110,No hit,,,Vitvi09g01753,,,,
VIT_09s0002g09160,No hit,,,Vitvi09g01755,,,,
VIT_09s0002g09190,No hit,,,Vitvi09g01756,,,,
VIT_09s0002g09200,CYP82M1v3,,,Vitvi09g01757,,,,
VIT_09s0096g00020,No hit,,,Vitvi09g01762,,,,
VIT_09s0096g00030,No hit,,,Vitvi09g01763,,,,
VIT_09s0096g00060,flavodoxin-like quinone reductase 1,FQR1,,Vitvi09g01765,vv30003Auxin_signaling,,,
VIT_09s0096g00080,Peroxisomal 2;4-dienoyl-CoA reductase,E1_3_1_34,,Vitvi09g01766,vv10062Fatty_acid_elongation_in_mitochondria,,,
VIT_09s0096g00110,Ribonuclease P/MRP protein subunit POP1,K01164,,Vitvi09g01767,vv23008Ribosome_biogenesis_in_Eukaryotes,vv23013RNA_transport,,
VIT_09s0096g00130,Pirin,K06911,,Vitvi09g01769,,,,
VIT_09s0096g00140,R protein MLA10,K13475,,Vitvi09g01770,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0096g00150,Ycf2 (Vitis vinifera),,,Vitvi09g01771,,,,
VIT_09s0096g00160,No hit,,,Vitvi09g01772,,,,
VIT_09s0096g00200,RPS5 (resistant to p. syringae 5),K13460,,Vitvi09g01773,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0096g00210,Coniferyl alcohol acyltransferase,CFAT,,Vitvi09g01774,vv10940Phenylpropanoid_biosynthesis,,,
VIT_09s0096g00220,No hit,,,Vitvi09g01775,,,,
VIT_09s0096g00260,No hit,,,Vitvi09g01776,,,,
VIT_09s0096g00370,No hit,,,Vitvi09g01778,,,,
VIT_09s0096g00410,No hit,,,Vitvi09g01779,,,,
VIT_09s0096g00560,Phagocytosis and cell motility protein ELMO1,,,Vitvi09g01780,,,,
VIT_09s0096g00710,No hit,,,Vitvi09g01782,,,,
VIT_09s0096g00770,No hit,,,Vitvi09g01783,,,,
VIT_09s0096g00780,Kinesin motor,KMOTOR,,Vitvi09g01784,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_09s0096g00830,R protein disease resistance protein,RPROT,,Vitvi09g01786,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_09s0096g00840,NBS-LRR type disease resistance protein,,,Vitvi09g01787,,,,
VIT_09s0096g00880,Transferase,,,Vitvi09g01788,,,,
VIT_09s0096g00920,Aminotransferase class I and II,E2_6_1_1,,Vitvi09g01789,vv10252Alanine_and_aspartate_metabolism,vv10272Cysteine_metabolism,,
VIT_09s0096g00930,Disease resistance protein (TIR-NBS-LRR class),,,Vitvi09g01790,,,,
VIT_09s0096g00950,No hit,,,Vitvi09g01791,,,,
VIT_09s0096g00960,Binding,,,Vitvi09g01792,,,,
VIT_09s0096g00980,Retrotransposon protein; Unclassified,,,Vitvi09g01794,,,,
VIT_09s0096g00990,E3 ubiquitin-protein ligase HUWE1,K10592,,Vitvi09g01795,vv24120Ubiquitin_mediated_proteolysis,,,
VIT_09s0096g01000,Nuclear pore complex protein Nup155 (Nucleoporin 155),K14312,,Vitvi09g01796,vv23013RNA_transport,vv50109Incompletely_characterized_transport_systems,,
VIT_09s0070g00020,Binding,,,Vitvi09g01798,,,,
VIT_09s0070g00070,No hit,,,Vitvi09g01799,,,,
VIT_09s0070g00170,No hit,,,Vitvi09g01800,,,,
VIT_09s0070g00220,No hit,,,Vitvi09g01801,,,,
VIT_09s0070g00250,No hit,,,Vitvi09g01803,,,,
VIT_09s0070g00260,No hit,,,Vitvi09g01804,,,,
VIT_09s0070g00320,Male germ cell-associated kinase,K08829,,Vitvi09g01805,,,,
VIT_09s0070g00330,CC-NBS-LRR class,,,Vitvi09g01806,,,,
VIT_09s0070g00340,Unknown protein,,,Vitvi09g01807,,,,
VIT_09s0070g00380,Unknown protein,,,Vitvi09g01808,,,,
VIT_09s0070g00400,No hit,,,Vitvi09g01809,,,,
VIT_09s0070g00520,Ubiquitin-specific protease 3 (UBP3),K01072,,Vitvi09g01810,,,,
VIT_09s0070g00550,Quinone oxidoreductase,K03956,,Vitvi09g01811,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_09s0070g00560,EIX receptor,,,Vitvi09g01812,,,,
VIT_09s0070g00570,No hit,,,Vitvi09g01813,,,,
VIT_09s0070g00600,Peroxisomal biogenesis factor 11 (PEX11),,,Vitvi09g01814,,,,
VIT_09s0070g00610,Importin beta-3,IMPBETA3,,Vitvi09g01815,vv50109Incompletely_characterized_transport_systems,vv50112Nuclear_pore_complex,,
VIT_09s0070g00650,RNA polymerase beta'',K03046,,Vitvi09g01816,vv23020RNA_polymerase,,,
VIT_09s0070g00670,No hit,,,Vitvi09g01817,,,,
VIT_09s0070g00730,No hit,,,Vitvi09g01818,,,,
VIT_09s0070g00740,PfkB-type carbohydrate kinase,,,Vitvi09g01819,,,,
VIT_09s0070g00770,No hit,,,Vitvi09g01820,,,,
VIT_09s0070g00800,No hit,,,Vitvi09g01821,,,,
VIT_09s0070g00810,AAA-type ATPase,,,Vitvi09g01822,,,,
VIT_09s0070g00820,AAA-type ATPase,,,Vitvi09g01823,,,,
VIT_09s0070g00860,No hit,,,Vitvi09g01824,,,,
VIT_09s0070g00870,Unknown,,,Vitvi09g01825,,,,
VIT_09s0070g00880,No hit,,,Vitvi09g01826,,,,
VIT_09s0070g00940,CTV.22,,,Vitvi09g01827,,,,
VIT_09s0070g00950,CTV.22,,,Vitvi09g01828,,,,
VIT_09s0070g00960,No hit,,,Vitvi09g01829,,,,
VIT_09s0070g00970,RKF1 (receptor-like kinase in flowers 1),,,Vitvi09g01830,,,,
VIT_09s0070g00980,Unknown,,,Vitvi09g01831,,,,
VIT_09s0018g00070,F-box family protein,,,Vitvi09g01834,,,,
VIT_09s0018g00080,No hit,,,Vitvi09g01835,,,,
VIT_09s0018g00090,ATATH6 (ABC2 homolog 6),ATH6,,Vitvi09g01836,vv52010ABC_transporters,,,
VIT_09s0018g00110,No hit,,,Vitvi09g01837,,,,
VIT_09s0018g00200,Carnitine/acylcarnitine translocase,BOU,,Vitvi09g01840,vv50123Porters_cat_18_to_29,,,
VIT_09s0018g00220,No hit,,,Vitvi09g01841,,,,
VIT_09s0018g00230,Phosphoglucomutase/phosphomannomutase C terminal,E5_4_2_2,,Vitvi09g01842,vv10010Glycolysis,vv10030Pentose_phosphate,,
VIT_09s0018g00260,No hit,,,Vitvi09g01843,,,,
VIT_09s0018g00330,No hit,,,Vitvi09g01844,,,,
VIT_09s0018g00470,No hit,,,Vitvi09g01848,,,,
VIT_09s0018g00500,No hit,,,Vitvi09g01849,,,,
VIT_09s0018g00530,No hit,,,Vitvi09g01850,,,,
VIT_09s0018g00590,No hit,,,Vitvi09g01851,,,,
